model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
llm_rerank_splade,test,100,0.16952111260368533,0.12011440077314595,0.09,0.04366666666666666,0.09,0.07333333333333333,0.12326190476190475,0.11317238000857469,0.066,0.16809523809523808,0.1325651735440421,0.04299999999999999,0.23226190476190475,0.1566041952397593
